sequence_id,start_frame,end_frame,start_time,end_time,duration
916,294115,294220,4906.823 sec,4908.575 sec,1.752 sec
917,294220,294327,4908.575 sec,4910.360 sec,1.785 sec
918,294327,294860,4910.360 sec,4919.253 sec,8.892 sec
919,294860,294985,4919.253 sec,4921.338 sec,2.085 sec
920,294985,295220,4921.338 sec,4925.259 sec,3.921 sec
921,295220,295462,4925.259 sec,4929.296 sec,4.037 sec
922,295462,295685,4929.296 sec,4933.016 sec,3.720 sec
923,295685,295860,4933.016 sec,4935.936 sec,2.920 sec
924,295860,296215,4935.936 sec,4941.859 sec,5.923 sec
925,296215,296447,4941.859 sec,4945.729 sec,3.871 sec
926,296447,296550,4945.729 sec,4947.447 sec,1.718 sec
927,296550,296955,4947.447 sec,4954.204 sec,6.757 sec
928,296955,297397,4954.204 sec,4961.578 sec,7.374 sec
929,297397,298065,4961.578 sec,4972.723 sec,11.144 sec
930,298065,298370,4972.723 sec,4977.811 sec,5.088 sec
931,298370,298807,4977.811 sec,4985.102 sec,7.291 sec
932,298807,299352,4985.102 sec,4994.194 sec,9.092 sec
933,299352,299767,4994.194 sec,5001.118 sec,6.924 sec
934,299767,299887,5001.118 sec,5003.120 sec,2.002 sec
935,299887,300145,5003.120 sec,5007.424 sec,4.304 sec
936,300145,300937,5007.424 sec,5020.637 sec,13.213 sec
937,300937,301305,5020.637 sec,5026.777 sec,6.139 sec
938,301305,301332,5026.777 sec,5027.227 sec,0.450 sec
939,301332,301665,5027.227 sec,5032.783 sec,5.556 sec
940,301665,301822,5032.783 sec,5035.402 sec,2.619 sec
941,301822,302022,5035.402 sec,5038.739 sec,3.337 sec
942,302022,302265,5038.739 sec,5042.793 sec,4.054 sec
943,302265,302405,5042.793 sec,5045.128 sec,2.336 sec
944,302405,302585,5045.128 sec,5048.131 sec,3.003 sec
945,302585,302720,5048.131 sec,5050.384 sec,2.252 sec
946,302720,302850,5050.384 sec,5052.553 sec,2.169 sec
947,302850,303027,5052.553 sec,5055.506 sec,2.953 sec
948,303027,303092,5055.506 sec,5056.590 sec,1.084 sec
949,303092,303162,5056.590 sec,5057.758 sec,1.168 sec
950,303162,303222,5057.758 sec,5058.759 sec,1.001 sec
951,303222,303267,5058.759 sec,5059.510 sec,0.751 sec
952,303267,303297,5059.510 sec,5060.010 sec,0.501 sec
953,303297,303450,5060.010 sec,5062.563 sec,2.553 sec
954,303450,303532,5062.563 sec,5063.931 sec,1.368 sec
955,303532,303838,5063.931 sec,5069.036 sec,5.105 sec
956,303838,304563,5069.036 sec,5081.131 sec,12.095 sec
957,304563,304688,5081.131 sec,5083.217 sec,2.085 sec
958,304688,304976,5083.217 sec,5088.021 sec,4.805 sec
959,304976,305148,5088.021 sec,5090.891 sec,2.870 sec
960,305148,305236,5090.891 sec,5092.359 sec,1.468 sec
961,305236,305361,5092.359 sec,5094.444 sec,2.085 sec
962,305361,305843,5094.444 sec,5102.486 sec,8.041 sec
963,305843,306433,5102.486 sec,5112.329 sec,9.843 sec
964,306433,306616,5112.329 sec,5115.382 sec,3.053 sec
965,306616,306766,5115.382 sec,5117.885 sec,2.503 sec
966,306766,306913,5117.885 sec,5120.337 sec,2.452 sec
967,306913,306963,5120.337 sec,5121.171 sec,0.834 sec
968,306963,307131,5121.171 sec,5123.974 sec,2.803 sec
969,307131,307483,5123.974 sec,5129.847 sec,5.873 sec
970,307483,307561,5129.847 sec,5131.148 sec,1.301 sec
971,307561,307708,5131.148 sec,5133.600 sec,2.452 sec
972,307708,308088,5133.600 sec,5139.940 sec,6.340 sec
973,308088,308178,5139.940 sec,5141.441 sec,1.502 sec
974,308178,308428,5141.441 sec,5145.612 sec,4.171 sec
975,308428,308518,5145.612 sec,5147.114 sec,1.502 sec
976,308518,308733,5147.114 sec,5150.701 sec,3.587 sec
977,308733,309248,5150.701 sec,5159.293 sec,8.592 sec
978,309248,309283,5159.293 sec,5159.877 sec,0.584 sec
979,309283,309313,5159.877 sec,5160.377 sec,0.501 sec
980,309313,309396,5160.377 sec,5161.762 sec,1.385 sec
981,309396,309811,5161.762 sec,5168.685 sec,6.924 sec
982,309811,309931,5168.685 sec,5170.687 sec,2.002 sec
983,309931,309986,5170.687 sec,5171.605 sec,0.918 sec
984,309986,310106,5171.605 sec,5173.607 sec,2.002 sec
985,310106,310171,5173.607 sec,5174.691 sec,1.084 sec
986,310171,310256,5174.691 sec,5176.109 sec,1.418 sec
987,310256,310336,5176.109 sec,5177.444 sec,1.335 sec
988,310336,310471,5177.444 sec,5179.696 sec,2.252 sec
989,310471,310888,5179.696 sec,5186.653 sec,6.957 sec
990,310888,311028,5186.653 sec,5188.989 sec,2.336 sec
991,311028,311116,5188.989 sec,5190.457 sec,1.468 sec
992,311116,311203,5190.457 sec,5191.909 sec,1.451 sec
993,311203,311311,5191.909 sec,5193.710 sec,1.802 sec
994,311311,311333,5193.710 sec,5194.077 sec,0.367 sec
995,311333,311378,5194.077 sec,5194.828 sec,0.751 sec
996,311378,311613,5194.828 sec,5198.749 sec,3.921 sec
997,311613,311656,5198.749 sec,5199.466 sec,0.717 sec
998,311656,311751,5199.466 sec,5201.051 sec,1.585 sec
999,311751,311773,5201.051 sec,5201.418 sec,0.367 sec
1000,311773,311961,5201.418 sec,5204.555 sec,3.136 sec
1001,311961,312048,5204.555 sec,5206.006 sec,1.451 sec
1002,312048,312081,5206.006 sec,5206.557 sec,0.551 sec
1003,312081,312113,5206.557 sec,5207.090 sec,0.534 sec
1004,312113,312351,5207.090 sec,5211.061 sec,3.971 sec
1005,312351,312488,5211.061 sec,5213.347 sec,2.286 sec
1006,312488,312588,5213.347 sec,5215.015 sec,1.668 sec
1007,312588,312723,5215.015 sec,5217.267 sec,2.252 sec
1008,312723,312853,5217.267 sec,5219.436 sec,2.169 sec
1009,312853,312896,5219.436 sec,5220.153 sec,0.717 sec
1010,312896,313006,5220.153 sec,5221.989 sec,1.835 sec
1011,313006,313073,5221.989 sec,5223.106 sec,1.118 sec
1012,313073,313261,5223.106 sec,5226.243 sec,3.136 sec
1013,313261,313313,5226.243 sec,5227.110 sec,0.868 sec
1014,313313,313448,5227.110 sec,5229.363 sec,2.252 sec
1015,313448,313533,5229.363 sec,5230.781 sec,1.418 sec
1016,313533,313593,5230.781 sec,5231.782 sec,1.001 sec
1017,313593,313806,5231.782 sec,5235.335 sec,3.554 sec
1018,313806,313916,5235.335 sec,5237.171 sec,1.835 sec
1019,313916,314236,5237.171 sec,5242.509 sec,5.339 sec
1020,314236,314574,5242.509 sec,5248.148 sec,5.639 sec
1021,314574,314664,5248.148 sec,5249.650 sec,1.502 sec
1022,314664,314812,5249.650 sec,5252.119 sec,2.469 sec
1023,314812,314937,5252.119 sec,5254.204 sec,2.085 sec
1024,314937,315164,5254.204 sec,5257.991 sec,3.787 sec
1025,315164,315249,5257.991 sec,5259.409 sec,1.418 sec
1026,315249,315364,5259.409 sec,5261.328 sec,1.919 sec
1027,315364,315417,5261.328 sec,5262.212 sec,0.884 sec
1028,315417,315454,5262.212 sec,5262.829 sec,0.617 sec
1029,315454,315529,5262.829 sec,5264.081 sec,1.251 sec
1030,315529,315577,5264.081 sec,5264.882 sec,0.801 sec
1031,315577,315652,5264.882 sec,5266.133 sec,1.251 sec
1032,315652,315722,5266.133 sec,5267.301 sec,1.168 sec
1033,315722,315762,5267.301 sec,5267.968 sec,0.667 sec
1034,315762,315827,5267.968 sec,5269.052 sec,1.084 sec
1035,315827,315852,5269.052 sec,5269.469 sec,0.417 sec
1036,315852,315912,5269.469 sec,5270.470 sec,1.001 sec
1037,315912,315979,5270.470 sec,5271.588 sec,1.118 sec
1038,315979,316024,5271.588 sec,5272.339 sec,0.751 sec
1039,316024,316099,5272.339 sec,5273.590 sec,1.251 sec
1040,316099,316157,5273.590 sec,5274.558 sec,0.968 sec
1041,316157,316227,5274.558 sec,5275.726 sec,1.168 sec
1042,316227,316279,5275.726 sec,5276.593 sec,0.868 sec
1043,316279,316319,5276.593 sec,5277.261 sec,0.667 sec
1044,316319,316417,5277.261 sec,5278.896 sec,1.635 sec
1045,316417,316659,5278.896 sec,5282.933 sec,4.037 sec
1046,316659,316742,5282.933 sec,5284.318 sec,1.385 sec
1047,316742,317259,5284.318 sec,5292.943 sec,8.625 sec
1048,317259,317982,5292.943 sec,5305.005 sec,12.062 sec
1049,317982,318217,5305.005 sec,5308.926 sec,3.921 sec
1050,318217,319244,5308.926 sec,5326.059 sec,17.134 sec
1051,319244,319626,5326.059 sec,5332.432 sec,6.373 sec
1052,319626,319856,5332.432 sec,5336.270 sec,3.837 sec
1053,319856,320064,5336.270 sec,5339.740 sec,3.470 sec
1054,320064,320164,5339.740 sec,5341.408 sec,1.668 sec
1055,320164,320356,5341.408 sec,5344.611 sec,3.203 sec
1056,320356,320467,5344.611 sec,5346.463 sec,1.852 sec
1057,320467,320673,5346.463 sec,5349.900 sec,3.437 sec
1058,320673,320788,5349.900 sec,5351.818 sec,1.919 sec
1059,320788,321498,5351.818 sec,5363.664 sec,11.845 sec
1060,321498,321588,5363.664 sec,5365.165 sec,1.502 sec
1061,321588,322513,5365.165 sec,5380.597 sec,15.432 sec
1062,322513,322651,5380.597 sec,5382.900 sec,2.302 sec
1063,322651,322876,5382.900 sec,5386.653 sec,3.754 sec
1064,322876,323283,5386.653 sec,5393.443 sec,6.790 sec
1065,323283,323591,5393.443 sec,5398.582 sec,5.138 sec
1066,323591,323683,5398.582 sec,5400.117 sec,1.535 sec
1067,323683,323986,5400.117 sec,5405.172 sec,5.055 sec
1068,323986,324078,5405.172 sec,5406.707 sec,1.535 sec
1069,324078,324143,5406.707 sec,5407.791 sec,1.084 sec
1070,324143,324606,5407.791 sec,5415.516 sec,7.724 sec
1071,324606,324706,5415.516 sec,5417.184 sec,1.668 sec
1072,324706,325543,5417.184 sec,5431.148 sec,13.964 sec
1073,325543,325596,5431.148 sec,5432.032 sec,0.884 sec
1074,325596,326031,5432.032 sec,5439.289 sec,7.257 sec
1075,326031,326111,5439.289 sec,5440.624 sec,1.335 sec
1076,326111,326843,5440.624 sec,5452.836 sec,12.212 sec
1077,326843,326926,5452.836 sec,5454.221 sec,1.385 sec
1078,326926,327148,5454.221 sec,5457.925 sec,3.704 sec
1079,327148,327328,5457.925 sec,5460.928 sec,3.003 sec
1080,327328,327501,5460.928 sec,5463.814 sec,2.886 sec
1081,327501,328043,5463.814 sec,5472.856 sec,9.042 sec
1082,328043,329518,5472.856 sec,5497.464 sec,24.608 sec
1083,329518,329876,5497.464 sec,5503.437 sec,5.973 sec
1084,329876,330178,5503.437 sec,5508.475 sec,5.038 sec
1085,330178,331201,5508.475 sec,5525.542 sec,17.067 sec
1086,331201,331336,5525.542 sec,5527.794 sec,2.252 sec
1087,331336,331868,5527.794 sec,5536.670 sec,8.876 sec
1088,331868,332018,5536.670 sec,5539.173 sec,2.503 sec
1089,332018,332658,5539.173 sec,5549.850 sec,10.677 sec
1090,332658,332781,5549.850 sec,5551.902 sec,2.052 sec
1091,332781,332858,5551.902 sec,5553.187 sec,1.285 sec
1092,332858,332968,5553.187 sec,5555.022 sec,1.835 sec
1093,332968,334208,5555.022 sec,5575.709 sec,20.687 sec
1094,334208,334418,5575.709 sec,5579.213 sec,3.504 sec
1095,334418,334533,5579.213 sec,5581.131 sec,1.919 sec
1096,334533,334733,5581.131 sec,5584.468 sec,3.337 sec
1097,334733,335066,5584.468 sec,5590.023 sec,5.556 sec
1098,335066,335483,5590.023 sec,5596.980 sec,6.957 sec
1099,335483,335831,5596.980 sec,5602.786 sec,5.806 sec
1100,335831,335953,5602.786 sec,5604.821 sec,2.035 sec
1101,335953,336546,5604.821 sec,5614.715 sec,9.893 sec
1102,336546,336676,5614.715 sec,5616.884 sec,2.169 sec
1103,336676,337218,5616.884 sec,5625.926 sec,9.042 sec
1104,337218,337386,5625.926 sec,5628.729 sec,2.803 sec
1105,337386,338141,5628.729 sec,5641.325 sec,12.596 sec
1106,338141,338248,5641.325 sec,5643.110 sec,1.785 sec
1107,338248,338536,5643.110 sec,5647.915 sec,4.805 sec
1108,338536,338746,5647.915 sec,5651.418 sec,3.504 sec
1109,338746,339051,5651.418 sec,5656.507 sec,5.088 sec
1110,339051,339296,5656.507 sec,5660.594 sec,4.087 sec
1111,339296,339496,5660.594 sec,5663.931 sec,3.337 sec
1112,339496,339613,5663.931 sec,5665.883 sec,1.952 sec
1113,339613,339703,5665.883 sec,5667.384 sec,1.502 sec
1114,339703,339813,5667.384 sec,5669.219 sec,1.835 sec
1115,339813,339901,5669.219 sec,5670.687 sec,1.468 sec
1116,339901,339998,5670.687 sec,5672.306 sec,1.618 sec
1117,339998,340071,5672.306 sec,5673.524 sec,1.218 sec
1118,340071,340186,5673.524 sec,5675.442 sec,1.919 sec
1119,340186,340551,5675.442 sec,5681.532 sec,6.089 sec
1120,340551,340621,5681.532 sec,5682.699 sec,1.168 sec
1121,340621,341298,5682.699 sec,5693.994 sec,11.295 sec
1122,341298,341583,5693.994 sec,5698.749 sec,4.755 sec
1123,341583,341683,5698.749 sec,5700.417 sec,1.668 sec
1124,341683,341831,5700.417 sec,5702.886 sec,2.469 sec
1125,341831,342773,5702.886 sec,5718.602 sec,15.716 sec
1126,342773,342826,5718.602 sec,5719.486 sec,0.884 sec
1127,342826,343189,5719.486 sec,5725.542 sec,6.056 sec
1128,343189,343769,5725.542 sec,5735.219 sec,9.676 sec
1129,343769,343907,5735.219 sec,5737.521 sec,2.302 sec
1130,343907,344067,5737.521 sec,5740.190 sec,2.669 sec
1131,344067,344482,5740.190 sec,5747.114 sec,6.924 sec
1132,344482,344637,5747.114 sec,5749.700 sec,2.586 sec
1133,344637,345177,5749.700 sec,5758.709 sec,9.009 sec
1134,345177,345382,5758.709 sec,5762.129 sec,3.420 sec
1135,345382,346322,5762.129 sec,5777.811 sec,15.682 sec
1136,346322,346617,5777.811 sec,5782.733 sec,4.922 sec
1137,346617,346909,5782.733 sec,5787.604 sec,4.872 sec
1138,346909,347297,5787.604 sec,5794.077 sec,6.473 sec
1139,347297,347432,5794.077 sec,5796.330 sec,2.252 sec
1140,347432,347977,5796.330 sec,5805.422 sec,9.092 sec
1141,347977,348074,5805.422 sec,5807.040 sec,1.618 sec
1142,348074,348149,5807.040 sec,5808.292 sec,1.251 sec
1143,348149,348592,5808.292 sec,5815.682 sec,7.391 sec
1144,348592,348866,5815.682 sec,5820.254 sec,4.571 sec
1145,348866,349271,5820.254 sec,5827.010 sec,6.757 sec
1146,349271,349341,5827.010 sec,5828.178 sec,1.168 sec
1147,349341,349698,5828.178 sec,5834.134 sec,5.956 sec
1148,349698,350346,5834.134 sec,5844.945 sec,10.811 sec
1149,350346,350966,5844.945 sec,5855.289 sec,10.344 sec
1150,350966,351336,5855.289 sec,5861.461 sec,6.173 sec
1151,351336,351851,5861.461 sec,5870.053 sec,8.592 sec
1152,351851,352291,5870.053 sec,5877.394 sec,7.341 sec
1153,352291,352478,5877.394 sec,5880.514 sec,3.120 sec
1154,352478,354021,5880.514 sec,5906.256 sec,25.742 sec
1155,354021,354863,5906.256 sec,5920.304 sec,14.047 sec
1156,354863,356238,5920.304 sec,5943.243 sec,22.940 sec
1157,356238,356323,5943.243 sec,5944.661 sec,1.418 sec
1158,356323,356368,5944.661 sec,5945.412 sec,0.751 sec
1159,356368,356433,5945.412 sec,5946.496 sec,1.084 sec
1160,356433,356791,5946.496 sec,5952.469 sec,5.973 sec
1161,356791,356933,5952.469 sec,5954.838 sec,2.369 sec
1162,356933,357236,5954.838 sec,5959.893 sec,5.055 sec
1163,357236,357366,5959.893 sec,5962.062 sec,2.169 sec
1164,357366,357508,5962.062 sec,5964.431 sec,2.369 sec
1165,357508,357583,5964.431 sec,5965.682 sec,1.251 sec
1166,357583,358186,5965.682 sec,5975.742 sec,10.060 sec
1167,358186,358296,5975.742 sec,5977.578 sec,1.835 sec
1168,358296,358826,5977.578 sec,5986.420 sec,8.842 sec
1169,358826,358951,5986.420 sec,5988.505 sec,2.085 sec
1170,358951,359126,5988.505 sec,5991.425 sec,2.920 sec
1171,359126,359208,5991.425 sec,5992.793 sec,1.368 sec
1172,359208,359313,5992.793 sec,5994.545 sec,1.752 sec
1173,359313,359406,5994.545 sec,5996.096 sec,1.552 sec
1174,359406,360006,5996.096 sec,6006.106 sec,10.010 sec
1175,360006,360171,6006.106 sec,6008.859 sec,2.753 sec
1176,360171,360678,6008.859 sec,6017.317 sec,8.458 sec
1177,360678,360876,6017.317 sec,6020.621 sec,3.303 sec
1178,360876,361051,6020.621 sec,6023.540 sec,2.920 sec
1179,361051,361246,6023.540 sec,6026.793 sec,3.253 sec
1180,361246,364016,6026.793 sec,6073.006 sec,46.213 sec
1181,364016,364208,6073.006 sec,6076.210 sec,3.203 sec
1182,364208,364431,6076.210 sec,6079.930 sec,3.720 sec
1183,364431,367848,6079.930 sec,6136.937 sec,57.007 sec
1184,367848,368153,6136.937 sec,6142.025 sec,5.088 sec
1185,368153,368258,6142.025 sec,6143.777 sec,1.752 sec
1186,368258,368373,6143.777 sec,6145.696 sec,1.919 sec
1187,368373,369035,6145.696 sec,6156.740 sec,11.044 sec
1188,369035,369125,6156.740 sec,6158.242 sec,1.502 sec
1189,369125,369208,6158.242 sec,6159.626 sec,1.385 sec
1190,369208,369363,6159.626 sec,6162.212 sec,2.586 sec
1191,369363,369663,6162.212 sec,6167.217 sec,5.005 sec
1192,369663,369803,6167.217 sec,6169.553 sec,2.336 sec
1193,369803,370203,6169.553 sec,6176.226 sec,6.673 sec
1194,370203,370453,6176.226 sec,6180.397 sec,4.171 sec
1195,370453,370545,6180.397 sec,6181.932 sec,1.535 sec
1196,370545,370833,6181.932 sec,6186.737 sec,4.805 sec
1197,370833,371965,6186.737 sec,6205.622 sec,18.886 sec
1198,371965,372115,6205.622 sec,6208.125 sec,2.503 sec
1199,372115,372573,6208.125 sec,6215.766 sec,7.641 sec
1200,372573,372713,6215.766 sec,6218.101 sec,2.336 sec
1201,372713,372795,6218.101 sec,6219.469 sec,1.368 sec
1202,372795,372940,6219.469 sec,6221.889 sec,2.419 sec
1203,372940,373028,6221.889 sec,6223.357 sec,1.468 sec
1204,373028,373110,6223.357 sec,6224.725 sec,1.368 sec
1205,373110,373203,6224.725 sec,6226.276 sec,1.552 sec
1206,373203,373460,6226.276 sec,6230.564 sec,4.288 sec
1207,373460,374270,6230.564 sec,6244.077 sec,13.514 sec
1208,374270,374385,6244.077 sec,6245.996 sec,1.919 sec
1209,374385,374848,6245.996 sec,6253.720 sec,7.724 sec
1210,374848,374998,6253.720 sec,6256.223 sec,2.503 sec
1211,374998,375098,6256.223 sec,6257.891 sec,1.668 sec
1212,375098,375265,6257.891 sec,6260.677 sec,2.786 sec
1213,375265,375340,6260.677 sec,6261.929 sec,1.251 sec
1214,375340,375518,6261.929 sec,6264.898 sec,2.970 sec
1215,375518,375548,6264.898 sec,6265.399 sec,0.501 sec
1216,375548,375605,6265.399 sec,6266.350 sec,0.951 sec
1217,375605,375638,6266.350 sec,6266.900 sec,0.551 sec
1218,375638,375723,6266.900 sec,6268.318 sec,1.418 sec
1219,375723,375750,6268.318 sec,6268.769 sec,0.450 sec
1220,375750,375825,6268.769 sec,6270.020 sec,1.251 sec
1221,375825,376075,6270.020 sec,6274.191 sec,4.171 sec
1222,376075,376123,6274.191 sec,6274.992 sec,0.801 sec
1223,376123,376330,6274.992 sec,6278.445 sec,3.453 sec
1224,376330,376473,6278.445 sec,6280.831 sec,2.386 sec
1225,376473,377330,6280.831 sec,6295.128 sec,14.298 sec
1226,377330,377563,6295.128 sec,6299.016 sec,3.887 sec
1227,377563,377908,6299.016 sec,6304.771 sec,5.756 sec
1228,377908,378030,6304.771 sec,6306.807 sec,2.035 sec
1229,378030,378468,6306.807 sec,6314.114 sec,7.307 sec
1230,378468,378498,6314.114 sec,6314.615 sec,0.501 sec
1231,378498,378553,6314.615 sec,6315.532 sec,0.918 sec
1232,378553,378593,6315.532 sec,6316.200 sec,0.667 sec
1233,378593,378648,6316.200 sec,6317.117 sec,0.918 sec
1234,378648,378705,6317.117 sec,6318.068 sec,0.951 sec
1235,378705,378815,6318.068 sec,6319.903 sec,1.835 sec
1236,378815,378895,6319.903 sec,6321.238 sec,1.335 sec
1237,378895,379060,6321.238 sec,6323.991 sec,2.753 sec
1238,379060,379413,6323.991 sec,6329.880 sec,5.889 sec
1239,379413,379793,6329.880 sec,6336.220 sec,6.340 sec
1240,379793,380213,6336.220 sec,6343.227 sec,7.007 sec
1241,380213,382198,6343.227 sec,6376.343 sec,33.116 sec
1242,382198,382358,6376.343 sec,6379.012 sec,2.669 sec
1243,382358,382543,6379.012 sec,6382.099 sec,3.086 sec
1244,382543,382921,6382.099 sec,6388.405 sec,6.306 sec
1245,382921,384909,6388.405 sec,6421.572 sec,33.166 sec
1246,384909,385069,6421.572 sec,6424.241 sec,2.669 sec
1247,385069,385254,6424.241 sec,6427.327 sec,3.086 sec
1248,385254,385336,6427.327 sec,6428.695 sec,1.368 sec
1249,385336,386029,6428.695 sec,6440.257 sec,11.562 sec
1250,386029,386156,6440.257 sec,6442.376 sec,2.119 sec
1251,386156,386516,6442.376 sec,6448.382 sec,6.006 sec
1252,386516,386766,6448.382 sec,6452.553 sec,4.171 sec
1253,386766,386944,6452.553 sec,6455.522 sec,2.970 sec
1254,386944,387184,6455.522 sec,6459.526 sec,4.004 sec
1255,387184,387426,6459.526 sec,6463.564 sec,4.037 sec
1256,387426,387556,6463.564 sec,6465.732 sec,2.169 sec
1257,387556,387794,6465.732 sec,6469.703 sec,3.971 sec
1258,387794,387946,6469.703 sec,6472.239 sec,2.536 sec
1259,387946,388234,6472.239 sec,6477.044 sec,4.805 sec
1260,388234,388456,6477.044 sec,6480.747 sec,3.704 sec
1261,388456,388884,6480.747 sec,6487.888 sec,7.140 sec
1262,388884,388964,6487.888 sec,6489.223 sec,1.335 sec
1263,388964,389234,6489.223 sec,6493.727 sec,4.505 sec
1264,389234,389334,6493.727 sec,6495.395 sec,1.668 sec
1265,389334,389426,6495.395 sec,6496.930 sec,1.535 sec
1266,389426,389471,6496.930 sec,6497.681 sec,0.751 sec
1267,389471,389614,6497.681 sec,6500.067 sec,2.386 sec
1268,389614,390164,6500.067 sec,6509.243 sec,9.176 sec
1269,390164,390301,6509.243 sec,6511.528 sec,2.286 sec
1270,390301,390529,6511.528 sec,6515.332 sec,3.804 sec
1271,390529,391036,6515.332 sec,6523.790 sec,8.458 sec
1272,391036,391259,6523.790 sec,6527.511 sec,3.720 sec
1273,391259,391709,6527.511 sec,6535.018 sec,7.508 sec
1274,391709,391906,6535.018 sec,6538.305 sec,3.287 sec
1275,391906,392009,6538.305 sec,6540.023 sec,1.718 sec
1276,392009,393159,6540.023 sec,6559.209 sec,19.186 sec
1277,393159,393464,6559.209 sec,6564.298 sec,5.088 sec
1278,393464,393709,6564.298 sec,6568.385 sec,4.087 sec
1279,393709,393834,6568.385 sec,6570.470 sec,2.085 sec
1280,393834,394047,6570.470 sec,6574.024 sec,3.554 sec
1281,394047,394102,6574.024 sec,6574.942 sec,0.918 sec
1282,394102,394489,6574.942 sec,6581.398 sec,6.456 sec
1283,394489,394557,6581.398 sec,6582.533 sec,1.134 sec
1284,394557,394802,6582.533 sec,6586.620 sec,4.087 sec
1285,394802,394879,6586.620 sec,6587.905 sec,1.285 sec
1286,394879,395322,6587.905 sec,6595.295 sec,7.391 sec
1287,395322,395529,6595.295 sec,6598.749 sec,3.453 sec
1288,395529,395709,6598.749 sec,6601.752 sec,3.003 sec
1289,395709,395795,6601.752 sec,6603.187 sec,1.435 sec
1290,395795,396190,6603.187 sec,6609.776 sec,6.590 sec
1291,396190,396305,6609.776 sec,6611.695 sec,1.919 sec
1292,396305,396453,6611.695 sec,6614.164 sec,2.469 sec
1293,396453,397248,6614.164 sec,6627.427 sec,13.263 sec
1294,397248,397920,6627.427 sec,6638.639 sec,11.211 sec
1295,397920,398105,6638.639 sec,6641.725 sec,3.086 sec
1296,398105,398210,6641.725 sec,6643.477 sec,1.752 sec
1297,398210,398380,6643.477 sec,6646.313 sec,2.836 sec
1298,398380,398530,6646.313 sec,6648.815 sec,2.503 sec
1299,398530,398903,6648.815 sec,6655.038 sec,6.223 sec
1300,398903,399100,6655.038 sec,6658.325 sec,3.287 sec
1301,399100,399323,6658.325 sec,6662.045 sec,3.720 sec
1302,399323,399493,6662.045 sec,6664.882 sec,2.836 sec
1303,399493,399578,6664.882 sec,6666.300 sec,1.418 sec
1304,399578,399620,6666.300 sec,6667.000 sec,0.701 sec
1305,399620,399695,6667.000 sec,6668.252 sec,1.251 sec
1306,399695,399835,6668.252 sec,6670.587 sec,2.336 sec
1307,399835,400005,6670.587 sec,6673.423 sec,2.836 sec
1308,400005,400450,6673.423 sec,6680.848 sec,7.424 sec
1309,400450,400500,6680.848 sec,6681.682 sec,0.834 sec
1310,400500,400570,6681.682 sec,6682.850 sec,1.168 sec
1311,400570,400628,6682.850 sec,6683.817 sec,0.968 sec
1312,400628,400698,6683.817 sec,6684.985 sec,1.168 sec
1313,400698,400868,6684.985 sec,6687.821 sec,2.836 sec
1314,400868,400918,6687.821 sec,6688.655 sec,0.834 sec
1315,400918,400943,6688.655 sec,6689.072 sec,0.417 sec
1316,400943,401400,6689.072 sec,6696.697 sec,7.624 sec
1317,401400,401540,6696.697 sec,6699.032 sec,2.336 sec
1318,401540,401648,6699.032 sec,6700.834 sec,1.802 sec
1319,401648,401970,6700.834 sec,6706.206 sec,5.372 sec
1320,401970,402135,6706.206 sec,6708.959 sec,2.753 sec
1321,402135,402288,6708.959 sec,6711.512 sec,2.553 sec
1322,402288,402470,6711.512 sec,6714.548 sec,3.036 sec
1323,402470,402538,6714.548 sec,6715.682 sec,1.134 sec
1324,402538,402625,6715.682 sec,6717.134 sec,1.451 sec
1325,402625,402828,6717.134 sec,6720.521 sec,3.387 sec
1326,402828,402958,6720.521 sec,6722.689 sec,2.169 sec
1327,402958,403953,6722.689 sec,6739.289 sec,16.600 sec
1328,403953,404123,6739.289 sec,6742.125 sec,2.836 sec
1329,404123,404426,6742.125 sec,6747.181 sec,5.055 sec
1330,404426,405285,6747.181 sec,6761.512 sec,14.331 sec
1331,405285,405530,6761.512 sec,6765.599 sec,4.087 sec
1332,405530,405867,6765.599 sec,6771.221 sec,5.622 sec
1333,405867,405987,6771.221 sec,6773.223 sec,2.002 sec
1334,405987,406087,6773.223 sec,6774.892 sec,1.668 sec
1335,406087,406270,6774.892 sec,6777.945 sec,3.053 sec
1336,406270,406415,6777.945 sec,6780.364 sec,2.419 sec
1337,406415,406562,6780.364 sec,6782.816 sec,2.452 sec
1338,406562,406852,6782.816 sec,6787.654 sec,4.838 sec
1339,406852,406987,6787.654 sec,6789.907 sec,2.252 sec
1340,406987,407105,6789.907 sec,6791.875 sec,1.969 sec
1341,407105,407205,6791.875 sec,6793.544 sec,1.668 sec
1342,407205,407272,6793.544 sec,6794.661 sec,1.118 sec
1343,407272,407325,6794.661 sec,6795.546 sec,0.884 sec
1344,407325,407485,6795.546 sec,6798.215 sec,2.669 sec
1345,407485,407602,6798.215 sec,6800.167 sec,1.952 sec
1346,407602,407765,6800.167 sec,6802.886 sec,2.719 sec
1347,407765,407902,6802.886 sec,6805.172 sec,2.286 sec
1348,407902,408092,6805.172 sec,6808.342 sec,3.170 sec
1349,408092,408250,6808.342 sec,6810.978 sec,2.636 sec
1350,408250,408385,6810.978 sec,6813.230 sec,2.252 sec
1351,408385,408507,6813.230 sec,6815.265 sec,2.035 sec
1352,408507,408590,6815.265 sec,6816.650 sec,1.385 sec
1353,408590,408835,6816.650 sec,6820.737 sec,4.087 sec
1354,408835,408937,6820.737 sec,6822.439 sec,1.702 sec
